Date;Ouverture;Plus_Haut;Plus_Bas;Cloture;Volume_Titres;Volume_FCFA;Variation_Pct
2019-12-24;76,27;76,27;76,27;76,27;0;0,0;2,06
2019-12-25;76,27;76,27;76,27;76,27;0;0,0;0,0
2019-12-26;79,3;79,3;79,3;79,3;0;0,0;3,97
2019-12-27;80,11;80,11;80,11;80,11;0;0,0;1,02
2019-12-30;81,28;81,28;81,28;81,28;0;0,0;1,46
2019-12-31;85,88;85,88;85,88;85,88;0;0,0;5,66
2020-01-01;85,88;85,88;85,88;85,88;0;0,0;0,0
2020-01-02;85,71;85,71;85,71;85,71;0;0,0;-0,2
2020-01-03;84,56;84,56;84,56;84,56;0;0,0;-1,34
2020-01-06;83,5;83,5;83,5;83,5;0;0,0;-1,25
2020-01-07;81,34;81,34;81,34;81,34;0;0,0;-2,59
2020-01-08;81,79;81,79;81,79;81,79;0;0,0;0,55
2020-01-09;82,61;82,61;82,61;82,61;0;0,0;1,0
2020-01-10;82,03;82,03;82,03;82,03;0;0,0;-0,7
2020-01-13;83,59;83,59;83,59;83,59;0;0,0;1,9
2020-01-14;84,8;84,8;84,8;84,8;0;0,0;1,45
2020-01-15;85,51;85,51;85,51;85,51;0;0,0;0,84
2020-01-16;86,78;86,78;86,78;86,78;0;0,0;1,49
2020-01-17;87,79;87,79;87,79;87,79;0;0,0;1,16
2020-01-20;90,33;90,33;90,33;90,33;0;0,0;2,89
2020-01-21;95,56;95,56;95,56;95,56;0;0,0;5,79
2020-01-22;100,26;100,26;100,26;100,26;0;0,0;4,92
2020-01-23;99,01;99,01;99,01;99,01;0;0,0;-1,25
2020-01-24;97,32;97,32;97,32;97,32;0;0,0;-1,71
2020-01-27;95,52;95,52;95,52;95,52;0;0,0;-1,85
2020-01-28;95,19;95,19;95,19;95,19;0;0,0;-0,35
2020-01-29;96,94;96,94;96,94;96,94;0;0,0;1,84
2020-01-30;98,9;98,9;98,9;98,9;0;0,0;2,02
2020-01-31;97,28;97,28;97,28;97,28;0;0,0;-1,64
2020-02-03;96,38;96,38;96,38;96,38;0;0,0;-0,93
2020-02-04;97,67;97,67;97,67;97,67;0;0,0;1,34
2020-02-05;95,56;95,56;95,56;95,56;0;0,0;-2,16
2020-02-06;95,25;95,25;95,25;95,25;0;0,0;-0,32
2020-02-07;95,19;95,19;95,19;95,19;0;0,0;-0,06
2020-02-10;95,66;95,66;95,66;95,66;0;0,0;0,49
2020-02-11;94,09;94,09;94,09;94,09;0;0,0;-1,64
2020-02-12;94,09;94,09;94,09;94,09;0;0,0;0,0
2020-02-13;90,8;90,8;90,8;90,8;0;0,0;-3,5
2020-02-14;88,26;88,26;88,26;88,26;0;0,0;-2,8
2020-02-17;86,43;86,43;86,43;86,43;0;0,0;-2,07
2020-02-18;81,52;81,52;81,52;81,52;0;0,0;-5,68
2020-02-19;82,42;82,42;82,42;82,42;0;0,0;1,1
2020-02-20;82,91;82,91;82,91;82,91;0;0,0;0,59
2020-02-21;81,58;81,58;81,58;81,58;0;0,0;-1,6
2020-02-24;81,75;81,75;81,75;81,75;0;0,0;0,21
2020-02-25;78,22;78,22;78,22;78,22;0;0,0;-4,32
2020-02-26;79,46;79,46;79,46;79,46;0;0,0;1,59
2020-02-27;77,54;77,54;77,54;77,54;0;0,0;-2,42
2020-02-28;79,05;79,05;79,05;79,05;0;0,0;1,95
2020-03-02;78,14;78,14;78,14;78,14;0;0,0;-1,15
2020-03-03;79,58;79,58;79,58;79,58;0;0,0;1,84
2020-03-04;79,12;79,12;79,12;79,12;0;0,0;-0,58
2020-03-05;79,26;79,26;79,26;79,26;0;0,0;0,18
2020-03-06;77,85;77,85;77,85;77,85;0;0,0;-1,78
2020-03-09;77,08;77,08;77,08;77,08;0;0,0;-0,99
2020-03-10;78,54;78,54;78,54;78,54;0;0,0;1,89
2020-03-11;76,86;76,86;76,86;76,86;0;0,0;-2,14
2020-03-12;74,67;74,67;74,67;74,67;0;0,0;-2,85
2020-03-13;74,68;74,68;74,68;74,68;0;0,0;0,01
2020-03-16;74,66;74,66;74,66;74,66;0;0,0;-0,03
2020-03-17;76,05;76,05;76,05;76,05;0;0,0;1,86
2020-03-18;73,7;73,7;73,7;73,7;0;0,0;-3,09
2020-03-19;71,37;71,37;71,37;71,37;0;0,0;-3,16
2020-03-20;73,23;73,23;73,23;73,23;0;0,0;2,61
2020-03-23;74,08;74,08;74,08;74,08;0;0,0;1,16
2020-03-24;74,03;74,03;74,03;74,03;0;0,0;-0,07
2020-03-25;72,22;72,22;72,22;72,22;0;0,0;-2,44
2020-03-26;71,42;71,42;71,42;71,42;0;0,0;-1,11
2020-03-27;70,06;70,06;70,06;70,06;0;0,0;-1,9
2020-03-30;69,53;69,53;69,53;69,53;0;0,0;-0,76
2020-03-31;69,06;69,06;69,06;69,06;0;0,0;-0,68
2020-04-01;68,96;68,96;68,96;68,96;0;0,0;-0,14
2020-04-02;68,55;68,55;68,55;68,55;0;0,0;-0,59
2020-04-03;67,19;67,19;67,19;67,19;0;0,0;-1,98
2020-04-06;66,17;66,17;66,17;66,17;0;0,0;-1,52
2020-04-07;66,37;66,37;66,37;66,37;0;0,0;0,3
2020-04-08;66,3;66,3;66,3;66,3;0;0,0;-0,11
2020-04-09;65,33;65,33;65,33;65,33;0;0,0;-1,46
2020-04-10;65,55;65,55;65,55;65,55;0;0,0;0,34
2020-04-13;65,55;65,55;65,55;65,55;0;0,0;0,0
2020-04-14;63,02;63,02;63,02;63,02;0;0,0;-3,86
2020-04-15;61,48;61,48;61,48;61,48;0;0,0;-2,44
2020-04-16;61,28;61,28;61,28;61,28;0;0,0;-0,33
2020-04-17;61,32;61,32;61,32;61,32;0;0,0;0,07
2020-04-24;61,67;61,67;61,67;61,67;0;0,0;0,57
2020-04-27;61,86;61,86;61,86;61,86;0;0,0;0,31
2020-04-28;63,01;63,01;63,01;63,01;0;0,0;1,86
2020-04-29;65,73;65,73;65,73;65,73;0;0,0;4,32
2020-04-30;66,61;66,61;66,61;66,61;0;0,0;1,34
2020-05-01;66,61;66,61;66,61;66,61;0;0,0;0,0
2020-05-04;66,09;66,09;66,09;66,09;0;0,0;-0,78
2020-05-05;65,45;65,45;65,45;65,45;0;0,0;-0,97
2020-05-06;65,79;65,79;65,79;65,79;0;0,0;0,52
2020-05-07;66,07;66,07;66,07;66,07;0;0,0;0,43
2020-05-08;64,29;64,29;64,29;64,29;0;0,0;-2,69
2020-05-11;63,9;63,9;63,9;63,9;0;0,0;-0,61
2020-05-12;64,23;64,23;64,23;64,23;0;0,0;0,52
2020-05-13;64,54;64,54;64,54;64,54;0;0,0;0,48
2020-05-14;65,13;65,13;65,13;65,13;0;0,0;0,91
2020-05-15;64,79;64,79;64,79;64,79;0;0,0;-0,52
2020-05-18;66,1;66,1;66,1;66,1;0;0,0;2,02
2020-05-19;66,49;66,49;66,49;66,49;0;0,0;0,59
2020-05-22;66,33;66,33;66,33;66,33;0;0,0;-0,24
2020-05-25;66,33;66,33;66,33;66,33;0;0,0;0,0
2020-05-26;66,79;66,79;66,79;66,79;0;0,0;0,69
2020-05-27;65,29;65,29;65,29;65,29;0;0,0;-2,25
2020-05-28;64,48;64,48;64,48;64,48;0;0,0;-1,24
2020-05-29;64,15;64,15;64,15;64,15;0;0,0;-0,51
2020-06-01;64,15;64,15;64,15;64,15;0;0,0;0,0
2020-06-02;64,15;64,15;64,15;64,15;0;0,0;0,0
2020-06-03;65,34;65,34;65,34;65,34;0;0,0;1,86
2020-06-04;66,05;66,05;66,05;66,05;0;0,0;1,09
2020-06-05;66,05;66,05;66,05;66,05;0;0,0;0,0
2020-06-08;64,61;64,61;64,61;64,61;0;0,0;-2,18
2020-06-09;63,9;63,9;63,9;63,9;0;0,0;-1,1
2020-06-10;64,04;64,04;64,04;64,04;0;0,0;0,22
2020-06-11;64,61;64,61;64,61;64,61;0;0,0;0,89
2020-06-12;64,61;64,61;64,61;64,61;0;0,0;0,0
2020-06-15;64,92;64,92;64,92;64,92;0;0,0;0,48
2020-06-16;64,92;64,92;64,92;64,92;0;0,0;0,0
2020-06-17;64,42;64,42;64,42;64,42;0;0,0;-0,77
2020-06-18;64,49;64,49;64,49;64,49;0;0,0;0,11
2020-06-19;63,55;63,55;63,55;63,55;0;0,0;-1,46
2020-06-22;64,45;64,45;64,45;64,45;0;0,0;1,42
2020-06-23;65,58;65,58;65,58;65,58;0;0,0;1,75
2020-06-24;64,1;64,1;64,1;64,1;0;0,0;-2,26
2020-06-25;63,53;63,53;63,53;63,53;0;0,0;-0,89
2020-06-26;64,34;64,34;64,34;64,34;0;0,0;1,27
2020-06-29;64,27;64,27;64,27;64,27;0;0,0;-0,11
2020-06-30;66,75;66,75;66,75;66,75;0;0,0;3,86
2020-07-01;66,76;66,76;66,76;66,76;0;0,0;0,01
2020-07-02;67,01;67,01;67,01;67,01;0;0,0;0,37
2020-07-03;65,94;65,94;65,94;65,94;0;0,0;-1,6
2020-07-06;65,71;65,71;65,71;65,71;0;0,0;-0,35
